casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2024-00000087,1200 Block WESTMINSTER ST,2024-01-01T04:26:42.000,1,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,CFernandez,2024-00000087-001,41.816630848000045,-71.42959654449996,E911,None,Burglary
2024-00000078,0 Block ASHBURTON ST,2024-01-01T03:39:00.000,1,2024,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,RByfield,2024-00000078-001,41.83771641550004,-71.41519687699994,E911,None,None
2024-00000078,0 Block ASHBURTON ST,2024-01-01T03:39:00.000,1,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,RByfield,2024-00000078-002,41.83771641550004,-71.41519687699994,E911,None,None
2024-00000048,0 Block CONCANNON ST,2024-01-01T02:19:00.000,1,2024,Shots Fired,Not Used,No Violations,0,LPrete,2024-00000048-001,41.85358546400005,-71.43647237949995,E911,None,None
2024-00000038,0 Block BURNSIDE ST,2024-01-01T01:47:00.000,1,2024,Disturbance,Not Used,No Violations,0,,2024-00000038-001,41.80445851400006,-71.41204860649998,E911,None,None
2024-00000024,0 Block DAVOL SQUARE,2024-01-01T01:17:23.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ILiriano,2024-00000024-001,41.81691510650006,-71.40648406149995,E911,None,None
2024-00000007,0 Block CLEMATIS ST,2024-01-01T00:23:31.000,1,2024,Arson,11-4-5,ARSON-4TH DEGREE,1,BMcDonnell,2024-00000007-001,41.83399990300006,-71.44587153499995,E911,None,Arson
2024-00000001,0 Block PRUDENCE AVE,2024-01-01T00:06:40.000,1,2024,Suspicious Person,Not Used,No Violations,0,NLaFazia,2024-00000001-001,41.80716425750006,-71.46168460749996,E911,None,None
2024-00001127,0 Block DIAMOND ST,2024-01-05T08:12:00.000,1,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2024-00001127-001,41.81080188400006,-71.42973895049997,E911,None,None
2024-00001120,FORD ST &  MESSER ST,2024-01-05T07:40:00.000,1,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ASantos,2024-00001120-001,41.81067275459136,-71.43531799558839,RIDOT,None,None
2024-00001102,500 Block ATWELLS AVE,2024-01-05T02:48:50.000,1,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,THoulihan,2024-00001102-001,41.82480543450004,-71.43562848149998,E911,None,Motor Vehicle Theft
2024-00001096,0 Block CAROLINA AVE,2024-01-05T02:10:22.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MNunez,2024-00001096-001,41.79192642250007,-71.39507932349994,E911,None,None
2024-00001083,HANOVER ST &  CRANSTON ST,2024-01-05T00:49:00.000,1,2024,Motor Vehicle Violation,Not Used,No Violations,0,JGuiot,2024-00001083-001,41.80946731206608,-71.43355560962365,RIDOT,None,None
2024-00001075,0 Block EDWARD ST,2024-01-04T23:31:03.000,1,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MCarlone,2024-00001075-001,41.852506927000064,-71.41372091649995,E911,None,None
2024-00001069,0 Block JOSEPH ST,2024-01-04T22:37:03.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RRaso,2024-00001069-001,41.85535684100006,-71.44375204099995,E911,None,None
2024-00001068,100 Block RUSSO ST,2024-01-04T22:02:00.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MLabutti,2024-00001068-001,41.85493683750005,-71.42152596599996,E911,None,None
2024-00001064,400 Block SMITH ST,2024-01-04T21:50:00.000,1,2024,RI Statute Violation,11-9-13,DELIVERY OF TOBACCO TO MINORS,1,LCastro,2024-00001064-001,41.835341194500046,-71.42587704999997,E911,None,None
2024-00001063,0 Block PLEASANT ST,2024-01-04T21:47:00.000,1,2024,Shots Fired,Not Used,No Violations,0,LGarcia Colon,2024-00001063-001,41.83926837800004,-71.40715999399995,E911,None,None
2024-00500032,0 Block HALSEY ST,2024-01-04T21:17:08.000,1,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2024-00500032-001,41.833724065500064,-71.40770525499997,E911,None,Larceny-theft
2024-00001034,0 Block SABIN ST,2024-01-04T19:29:12.000,1,2024,Trespass,Not Used,No Violations,0,CMain,2024-00001034-001,41.82457173700004,-71.41701965899995,E911,None,None
2024-00500030,0 Block RAVENSWOOD AVE,2024-01-04T18:54:14.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2024-00500030-001,41.84563522400006,-71.44961166399997,E911,None,Larceny-theft
2024-00001023,300 Block ATWELLS AVE,2024-01-04T18:31:00.000,1,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SCooney,2024-00001023-001,41.82390767100006,-71.42911807299996,E911,None,Larceny-theft
2024-00001032,400 Block SMITH ST,2024-01-04T18:25:00.000,1,2024,RI Statute Violation,11-9-13,DELIVERY OF TOBACCO TO MINORS,1,JDoucette,2024-00001032-001,41.835341194500046,-71.42587704999997,E911,None,None
2024-00001015,0 Block CLEMATIS ST,2024-01-04T18:12:00.000,1,2024,Forgery,11-47-24,ALTER OF MARKS OF IDENTIFICATION ON A FIREARM - COUNTERFEIT/FOR,1,ASchneider,2024-00001015-001,41.83399990300006,-71.44587153499995,E911,None,None
2024-00001015,0 Block CLEMATIS ST,2024-01-04T18:12:00.000,1,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,ASchneider,2024-00001015-002,41.83399990300006,-71.44587153499995,E911,None,None
2024-00001015,0 Block CLEMATIS ST,2024-01-04T18:12:00.000,1,2024,Weapons,11-47.1-3,Large capacity feeding devices prohibited,1,ASchneider,2024-00001015-003,41.83399990300006,-71.44587153499995,E911,None,None
2024-00001004,0 Block KENNEDY PLZ,2024-01-04T17:36:00.000,1,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CSimanski,2024-00001004-001,41.82467416900005,-71.41238447799995,E911,None,None
2024-00000998,BENEDICT ST & SALVATI WAY,2024-01-04T17:26:00.000,1,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,GVargas,2024-00000998-001,41.80682859275115,-71.44036078701394,RIDOT,None,None
2024-00500029,100 Block WINDMILL ST,2024-01-04T15:49:37.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2024-00500029-001,41.857991516000055,-71.41801258299995,E911,None,Larceny-theft
2024-00000969,300 Block BROAD ST,2024-01-04T15:47:00.000,1,2024,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,Central Station,2024-00000969-001,41.81372271350003,-71.42161456549997,E911,None,Larceny-theft
2024-00000958,0 Block CORLISS PARK,2024-01-04T15:19:29.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JPalmer,2024-00000958-001,41.85061670100004,-71.42784645299997,E911,None,None
2024-00500028,200 Block CARPENTER ST,2024-01-04T15:12:41.000,1,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2024-00500028-001,41.81867660100005,-71.42750841599997,E911,None,None
2024-00000954,0 Block DEPINEDO ST,2024-01-04T15:05:47.000,1,2024,Stolen Vehicle\Recovered,Not Used,No Violations,0,MLabutti,2024-00000954-001,41.855641083500046,-71.41364311949997,E911,None,None
