casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2024-00001853,0 Block BROAD ST,2024-01-08T08:22:42.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,MChasse,2024-00001853-001,41.81913232450006,-71.41497734549995,E911,None,None
2024-00001845,MATHEWSON ST &  CHAPEL ST,2024-01-08T07:53:00.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CHines,2024-00001845-001,41.821758270801,-71.41307831561778,RIDOT,None,None
2024-00001827,300 Block SMITH ST,2024-01-08T05:25:00.000,1,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,RCarlin,2024-00001827-001,41.83442823100006,-71.42362801299996,E911,None,Motor Vehicle Theft
2024-00001823,200 Block W PARK ST,2024-01-08T04:01:30.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,APereira II,2024-00001823-001,41.83172628500003,-71.42600101599996,E911,None,None
2024-00001820,0 Block CONCANNON ST,2024-01-08T03:02:56.000,1,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,THoulihan,2024-00001820-001,41.85358546400005,-71.43647237949995,E911,Aggravated Assault,None
2024-00001788,100 Block BROAD ST,2024-01-07T22:43:10.000,1,2024,Request for Assistance,Not Used,No Violations,0,MDuffy,2024-00001788-001,41.81743972350006,-71.41676518499997,E911,None,None
2024-00001783,0 Block NEWARK ST,2024-01-07T21:46:24.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,ELane,2024-00001783-001,41.82549474950005,-71.44138299449997,E911,None,None
2024-00001777,0 Block PINEHURST AVE,2024-01-07T21:13:00.000,1,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station,2024-00001777-001,41.83884223250004,-71.43233195349995,E911,None,None
2024-00001763,PUBLIC ST &  GORDON AVE,2024-01-07T19:44:00.000,1,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KLudovici,2024-00001763-001,41.80519103225006,-71.4163589582091,RIDOT,None,None
2024-00001761,0 Block ACADEMY AVE,2024-01-07T19:20:44.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,ELane,2024-00001761-001,41.82618008850005,-71.44358686699996,E911,None,None
2024-00001757,0 Block PROVIDENCE PL,2024-01-07T18:53:00.000,1,2024,Trespass,Not Used,No Violations,0,GGenao,2024-00001757-001,41.827849931500054,-71.41595903999996,E911,None,None
2024-00001735,300 Block UNION AVE,2024-01-07T16:47:00.000,1,2024,Motor Vehicle Theft,Not Used,"Under Investigation, Offense Pending",0,MFigueroa,2024-00001735-001,41.80669435950006,-71.44895651849995,E911,None,Motor Vehicle Theft
2024-00001710,ADMIRAL ST &  CHAD BROWN ST,2024-01-07T14:50:50.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,MRoman,2024-00001710-001,41.84212875194288,-71.42137909876274,RIDOT,None,None
2024-00001684,0 Block WHITTIER AVE,2024-01-07T13:31:00.000,1,2024,Request for Assistance,Not Used,No Violations,0,MAddai,2024-00001684-001,41.814696938000054,-71.44861882349997,E911,None,None
2024-00001679,200 Block NEW YORK AVE,2024-01-07T12:51:18.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,ADeschamps,2024-00001679-001,41.79088315600006,-71.39742525799997,E911,None,None
2024-00001676,0 Block COVELL ST,2024-01-07T12:40:58.000,1,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DRosso,2024-00001676-001,41.824097613500044,-71.44711756049995,E911,None,Larceny-theft
2024-00001676,0 Block COVELL ST,2024-01-07T12:40:58.000,1,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DRosso,2024-00001676-002,41.824097613500044,-71.44711756049995,E911,None,None
2024-00001675,100 Block COLE AVE,2024-01-07T12:34:00.000,1,2024,Property Damage,Not Used,No violations,0,LGianfrancesco,2024-00001675-001,41.838371023000036,-71.38812697049997,E911,None,None
2024-00001655,100 Block SLATER AVE,2024-01-07T09:44:46.000,1,2024,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,MGammino,2024-00001655-001,41.83866714150005,-71.38679880849998,E911,None,Burglary
2024-00001627,CRANSTON ST &  ALTHEA ST,2024-01-07T02:22:04.000,1,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,JCortorreal,2024-00001627-001,41.80773162146077,-71.43507386183096,RIDOT,None,None
2024-00001628,WOODWARD RD &  AMANDA WAY,2024-01-07T02:14:49.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,LPrete,2024-00001628-001,41.85899352367707,-71.43285370304423,RIDOT,None,None
2024-00001619,0 Block NORWICH AVE,2024-01-07T01:38:03.000,1,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,CFleurant,2024-00001619-001,41.802383523500055,-71.41723817199997,E911,Aggravated Assault,None
2024-00001620,0 Block NORWICH AVE,2024-01-07T01:38:00.000,1,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,AFrancis,2024-00001620-001,41.802383523500055,-71.41723817199997,E911,Aggravated Assault,None
2024-00001618,300 Block PRAIRIE AVE,2024-01-07T01:11:59.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,THoulihan,2024-00001618-001,41.80478832050005,-71.41452921149997,E911,None,None
2024-00001603,700 Block HOPE ST,2024-01-07T00:12:54.000,1,2024,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JMontilla,2024-00001603-001,41.847433212000055,-71.39574063449996,E911,None,Larceny-theft
2024-00001582,0 Block WEST EXCHANGE ST,2024-01-06T22:52:47.000,1,2024,Trespass,Not Used,No Violations,0,DMonteiro,2024-00001582-001,41.825664113000045,-71.41062047449995,E911,None,None
2024-00001577,0 Block LAWN ST,2024-01-06T22:07:00.000,1,2024,Stolen Vehicle\Recovered,Not Used,No Violations,0,ALara,2024-00001577-001,41.83402828550007,-71.44661454499996,E911,None,None
2024-00001559,100 Block WASHINGTON ST,2024-01-06T20:59:00.000,1,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MPetteruto,2024-00001559-001,41.822590161500045,-71.41519249049995,E911,None,None
2024-00001559,100 Block WASHINGTON ST,2024-01-06T20:59:00.000,1,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MPetteruto,2024-00001559-002,41.822590161500045,-71.41519249049995,E911,None,None
2024-00001563,100 Block HARBORSIDE BLVD,2024-01-06T20:55:00.000,1,2024,Trespass,Not Used,No Violations,0,NManfredi,2024-00001563-001,41.78627499600006,-71.39064184349996,E911,None,None
2024-00001556,900 Block MANTON AVE,2024-01-06T20:47:00.000,1,2024,Stolen Vehicle\Recovered,Not Used,No Violations,0,ALima,2024-00001556-001,41.83389321700005,-71.46882668099997,E911,None,None
2024-00001550,0 Block WESTFIELD ST,2024-01-06T20:23:00.000,1,2024,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,JNajarian,2024-00001550-001,41.81006750150004,-71.42583523799996,E911,Robbery,None
2024-00001536,0 Block SILVER SPRING ST,2024-01-06T19:37:00.000,1,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MLabutti,2024-00001536-001,41.84603554700007,-71.41732906149997,E911,None,Larceny-theft
2024-00500045,0 Block LAUREL AVE,2024-01-06T19:24:09.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2024-00500045-001,41.83617649400006,-71.39344777449995,E911,None,Larceny-theft
2024-00001526,400 Block DOUGLAS AVE,2024-01-06T19:16:00.000,1,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MRoman,2024-00001526-001,41.842693669000056,-71.42778424599996,E911,None,None
2024-00001500,0 Block PROVIDENCE PL,2024-01-06T17:20:00.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LGianfrancesco,2024-00001500-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2024-00001495,0 Block ROYAL LITTLE DR,2024-01-06T17:10:00.000,1,2024,Auto Fire,Not Used,No Violations,0,MLabutti,2024-00001495-001,41.84831062750007,-71.41435304599995,E911,None,None
2024-00500044,1100 Block WESTMINSTER ST,2024-01-06T16:41:42.000,1,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2024-00500044-001,41.81701948400004,-71.42785153049996,E911,None,None
2024-00001467,0 Block KENNEDY,2024-01-06T15:20:02.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GGenao,2024-00001467-001,41.82467416900005,-71.41238447799995,E911,None,None
2024-00001464,200 Block WICKENDEN ST,2024-01-06T14:55:00.000,1,2024,Assistance Rendered,Not Used,No violations,0,LPelaez,2024-00001464-001,41.81948092750005,-71.39828919899998,E911,None,None
2024-00001451,0 Block ETHAN ST,2024-01-06T14:16:00.000,1,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2024-00001451-001,41.808429943500045,-71.45825533449997,E911,None,None
2024-00001445,0 Block PROVIDENCE PL,2024-01-06T13:38:25.000,1,2024,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,LAndreozzi,2024-00001445-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2024-00001444,0 Block WILLIAM ELLERY PL,2024-01-06T13:35:01.000,1,2024,Request for Assistance,Not Used,No Violations,0,MGammino,2024-00001444-001,41.837874074500064,-71.40684283749997,E911,None,None
2024-00001443,100 Block ALTHEA ST,2024-01-06T13:18:00.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,MAddai,2024-00001443-001,41.80756146600007,-71.43451781099998,E911,None,None
2024-00001435,300 Block ATWELLS AVE,2024-01-06T12:49:00.000,1,2024,RI Statute Violation,11-41-24,HABITUAL OFFENDER-SHOPLIFTING,1,GVargas,2024-00001435-001,41.82390767100006,-71.42911807299996,E911,None,None
2024-00001435,300 Block ATWELLS AVE,2024-01-06T12:49:00.000,1,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,GVargas,2024-00001435-002,41.82390767100006,-71.42911807299996,E911,None,Larceny-theft
2024-00001429,0 Block LAUREL AVE,2024-01-06T12:16:00.000,1,2024,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,Central Station,2024-00001429-001,41.83617649400006,-71.39344777449995,E911,None,Larceny-theft
2024-00001425,0 Block ARMSTRONG AVE,2024-01-06T11:26:00.000,1,2024,Stolen Vehicle\Recovered,Not Used,No Violations,0,MHames,2024-00001425-001,41.81921369150004,-71.39616192549997,E911,None,None
2024-00500042,100 Block 100 EXCHANGE STREET #606 ST,2024-01-06T11:13:46.000,1,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2024-00500042-001,41.82735590400006,-71.41281657799993,E911,None,None
2024-00001418,300 Block ATWELLS AVE,2024-01-06T10:48:00.000,1,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,ITorres,2024-00001418-001,41.82390767100006,-71.42911807299996,E911,None,Larceny-theft
2024-00001418,300 Block ATWELLS AVE,2024-01-06T10:48:00.000,1,2024,RI Statute Violation,11-41-24,HABITUAL OFFENDER-SHOPLIFTING,1,ITorres,2024-00001418-002,41.82390767100006,-71.42911807299996,E911,None,None
2024-00001415,100 Block WAVERLY ST,2024-01-06T10:22:00.000,1,2024,Assistance Rendered,Not Used,No Violations,0,MAddai,2024-00001415-001,41.80822001900006,-71.43421662749995,E911,None,None
2024-00001407,0 Block JOB ST,2024-01-06T09:29:19.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JBenros,2024-00001407-001,41.85563367900005,-71.41590361749996,E911,None,None
2024-00500041,0 Block POCASSET AVE,2024-01-06T07:14:58.000,1,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2024-00500041-001,41.81242242950006,-71.45021977349998,E911,None,None
2024-00001375,100 Block DEAN ST,2024-01-06T03:01:17.000,1,2024,Vandalism,11-44-2,MALICIOUS INJURY-BUILDINGS/FENCES/VEGATATION - DESTRUCT/VAND,1,BAucoin,2024-00001375-001,41.82311727450005,-71.42381353699997,E911,None,None
2024-00001369,100 Block WHITMARSH ST,2024-01-06T02:14:56.000,1,2024,Request for Assistance,Not Used,No Violations,0,CNicholls,2024-00001369-001,41.80596555450006,-71.42605216349995,E911,None,None
2024-00500040,0 Block BRUSH HILL RD,2024-01-06T02:09:30.000,1,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2024-00500040-001,41.827541747000055,-71.45822883549997,E911,None,Larceny-theft
2024-00001358,500 Block MANTON AVE,2024-01-06T01:16:00.000,1,2024,Traffic Violation,31-14-1,Failure to Maintain Control,1,RAbenante,2024-00001358-001,41.82621647550005,-71.45897720199994,E911,None,None
2024-00001358,500 Block MANTON AVE,2024-01-06T01:16:00.000,1,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RAbenante,2024-00001358-002,41.82621647550005,-71.45897720199994,E911,None,None
2024-00001358,500 Block MANTON AVE,2024-01-06T01:16:00.000,1,2024,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RAbenante,2024-00001358-003,41.82621647550005,-71.45897720199994,E911,None,None
2024-00001358,500 Block MANTON AVE,2024-01-06T01:16:00.000,1,2024,Traffic Violation,31-15-11,Laned Roadway Violation,1,RAbenante,2024-00001358-004,41.82621647550005,-71.45897720199994,E911,None,None
2024-00001337,200 Block KINSLEY AVE,2024-01-05T23:24:00.000,1,2024,Trespass,Not Used,No Violations,0,ELane,2024-00001337-001,41.82787753800005,-71.42640902149995,E911,None,None
2024-00001322,CHAD BROWN ST &  RADCLIFFE AVE,2024-01-05T23:02:00.000,1,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,SCampbell,2024-00001322-001,41.83929443011936,-71.43112183939253,RIDOT,None,None
2024-00001312,0 Block PINE ST,2024-01-05T22:23:18.000,1,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,3,RRaso,2024-00001312-001,41.82316722200005,-71.40918426799996,E911,None,None
2024-00001308,0 Block DARTMOUTH AVE,2024-01-05T21:51:00.000,1,2024,Property Damage,Not Used,No Violations,0,GKue,2024-00001308-001,41.808506972500055,-71.42245620749998,E911,None,None
2024-00001299,SPRUCE ST &  DALE ST,2024-01-05T21:30:00.000,1,2024,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,DSchiavulli,2024-00001299-001,41.82453917592747,-71.4314422717468,RIDOT,None,None
2024-00001288,0 Block PROVIDENCE PL,2024-01-05T20:30:00.000,1,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JLanier,2024-00001288-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2024-00001280,CAROLINA AVE &  EDDY ST,2024-01-05T19:51:00.000,1,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,NManfredi,2024-00001280-001,41.79041289582901,-71.4031753553895,RIDOT,None,None
2024-00001280,CAROLINA AVE &  EDDY ST,2024-01-05T19:51:00.000,1,2024,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,NManfredi,2024-00001280-002,41.79041289582901,-71.4031753553895,RIDOT,None,None
2024-00500036,0 Block ANTHONY AVE,2024-01-05T19:41:40.000,1,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2024-00500036-001,41.80413890150004,-71.43783703499997,E911,None,None
2024-00001263,0 Block STELLA ST,2024-01-05T19:03:00.000,1,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,KBarth,2024-00001263-001,41.82125690000004,-71.46601235199995,E911,None,None
2024-00001262,100 Block ALMY ST,2024-01-05T18:59:00.000,1,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,SCooney,2024-00001262-001,41.82065834900004,-71.43363387649995,E911,None,None
2024-00001248,800 Block ATWELLS AVE,2024-01-05T18:00:00.000,1,2024,Request for Assistance,Not Used,No Violations,0,ELane,2024-00001248-001,41.824749223000055,-71.44529036399996,E911,None,None
2024-00001228,0 Block HILLSIDE AVE,2024-01-05T16:25:38.000,1,2024,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,MGammino,2024-00001228-001,41.85655315200003,-71.39673355049996,E911,None,None
2024-00001224,0 Block BALCOM ST,2024-01-05T15:50:00.000,1,2024,House Fire,Not Used,No Violations,0,CCorreia,2024-00001224-001,41.795179819000055,-71.41343236899993,E911,None,None
2024-00001218,200 Block HARTFORD AVE,2024-01-05T15:39:19.000,1,2024,Disturbance,Not Used,No Violations,0,MKelley,2024-00001218-001,41.81700152500005,-71.45137379349995,E911,None,None
2024-00001213,1100 Block BROAD ST,2024-01-05T15:09:10.000,1,2024,Request for Assistance,Not Used,No Violations,0,TJones,2024-00001213-001,41.79443833050007,-71.41002848949995,E911,None,None
2024-00001212,400 Block S MAIN ST,2024-01-05T14:58:00.000,1,2024,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,MCastillo,2024-00001212-001,41.82014992500004,-71.40269992399996,E911,None,Larceny-theft
2024-00001194,0 Block SILVER LAKE AVE,2024-01-05T13:45:25.000,1,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSandorse,2024-00001194-001,41.80762922750006,-71.45970398049997,E911,None,None
2024-00001185,0 Block GALLUP ST,2024-01-05T12:59:37.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,ADeschamps,2024-00001185-001,41.80060956600005,-71.40966423749995,E911,None,None
2024-00001188,0 Block BOWDOIN ST,2024-01-05T12:53:00.000,1,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JManown,2024-00001188-001,41.82144202600006,-71.44333365549997,E911,None,None
2024-00001179,0 Block PROVIDENCE PL,2024-01-05T12:15:00.000,1,2024,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,GSlater,2024-00001179-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2024-00001168,400 Block S MAIN ST,2024-01-05T11:52:39.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MGammino,2024-00001168-001,41.82014992500004,-71.40269992399996,E911,None,Larceny-theft
2024-00001167,200 Block ELMWOOD AVE,2024-01-05T11:52:00.000,1,2024,Suspicious Person,Not Used,No Violations,0,LFernandez,2024-00001167-001,41.805985688500044,-71.42477079549997,E911,None,None
2024-00001162,0 Block KOSSUTH ST,2024-01-05T11:33:00.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2024-00001162-001,41.822157027500054,-71.44454178749996,E911,None,Larceny-theft
2024-00001150,0 Block RICOM WAY,2024-01-05T10:50:00.000,1,2024,Request for Assistance,Not Used,No violations,0,MSandorse,2024-00001150-001,41.811551461500045,-71.44217717699996,E911,None,None
2024-00001134,100 Block ATWELLS AVE,2024-01-05T08:58:00.000,1,2024,Auto Towed,Not Used,Parking or MV Violation,0,ASantos,2024-00001134-001,41.823081803000036,-71.42287438549997,E911,None,None
2024-00500033,0 Block CRANDALL ST,2024-01-05T08:17:31.000,1,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2024-00500033-001,41.851107306000046,-71.43917597899997,E911,None,Larceny-theft
